K,P,e
10201152,110980-01_10201152_0701,1
10201152,110980-01_10201152_0703,1
10201153,110980-01_10201153_0700,1
10201153,110980-01_10201153_0701,1
10201153,110980-01_10201153_0702,1
10201153,110980-01_10201153_0704,1
10201153,111190-01_10201153_0200,1
10201153,111190-01_10201153_0201,1
10201153,111190-01_10201153_0204,1
10201154,110980-01_10201154_0700,1
10201154,110980-01_10201154_0701,1
10201154,110980-01_10201154_0703,1
10201154,110980-01_10201154_0704,1
10201176,123420-17_10201176_0100,1
10201189,100470-06_10201189_0120,1
10201189,100470-06_10201189_0110,1
10201216,110980-01_10201216_0701,1
10201216,110980-01_10201216_0702,1
10201341,112020-01_10201341_0100,1
10201342,112020-02_10201342_0200,1
10201370,111400-03_10599536_4309,1
10201370,111400-03_10716916_4310,1
10201370,111400-03_10716969_4310,1
10201370,111400-03_10919680_4310,1
10201370,111400-03_10759038_4310,1
10201370,111400-03_10933617_4309,1
10201370,111400-03_10933615_4309,1
10201370,111400-03_10594020_4310,1
10201370,111400-03_10919667_4310,1
10201370,111400-03_10919669_4310,1
10201370,111400-03_10759039_4310,1
10201370,111400-03_10585296_4310,1
10201370,111400-03_10514778_4310,1
10201370,111400-03_10584170_4310,1
10201370,111400-03_10584168_4310,1
10201370,111400-03_10584024_4310,1
10201370,111400-03_10201669_4310,1
10201370,111400-03_10004573_4310,1
10201370,111400-02_10077278_4230,1
10201370,111400-02_10077278_6230,1
10201370,111400-02_10713425_4230,1
10201370,111400-02_10588306_4230,1
10201370,111400-02_10514778_4230,1
10201370,111400-03_10584172_4310,1
10201533,111420-11_10201533_0100,1
10201549,123080-15_10201549_0300,1
10201554,124930-05_10201554_0500,1
10201630,111190-01_10201630_0100,1
10201630,111190-01_10201630_0103,1
10201630,111190-01_10201630_0111,1
10201631,111230-06_10201631_0200,1
10201631,111230-06_10201631_0300,1
10201631,111230-16_10201631_0100,1
10201631,111230-16_10201631_0500,1
10201647,100650-01_10201647_0200,1
10201669,111400-03_10201669_4310,1
10201669,111350-16_10201669_6610,1
10201669,111350-17_10201669_6710,1
10201720,112020-01_10201720_0100,1
10201765,111190-01_10201765_0101,1
10201765,111190-01_10201765_0103,1
10201765,111190-01_10201765_0109,1
10201790,135120-07_10201790_0100,1
10201798,111230-06_10201798_0100,1
10201798,111230-06_10201798_0200,1
10201835,100660-01_10201835_0110,1
10201835,100660-01_10201835_0120,1
10201910,135100-21_10201910_0100,1
10201941,123550-09_10201941_1000,1
10201966,123550-03_10201966_1100,1
10201966,123550-03_10201966_1000,1
10201997,140500-01_10001181_0500,1
10202061,124930-05_10202061_0500,1
10202061,124930-05_10202061_0501,1
10202079,111640-03_10202079_0300,1
10202079,111640-08_10202079_0800,1
10202113,123410-15_10202113_0200,1
10202135,111230-06_10202135_0100,1
10202135,111230-06_10202135_0200,1
10202137,135100-21_10202137_0100,1
10202166,123350-86_10202166_0500,1
10202170,123350-84_10202170_0300,1
10202171,125040-05_10202171_0300,1
10202203,111190-01_10202203_0103,1
10202203,111190-01_10202203_0102,1
10202203,111190-01_10202203_0100,1
10202203,111190-01_10202203_0101,1
10202324,123540-10_10202324_0400,1
10202334,111040-06_10202334_0100,1
10202391,123350-80_10202391_0400,1
10202392,123350-86_10202392_0300,1
10202393,123350-16_10202393_0200,1
10202394,123350-85_10202394_0400,1
10202410,123550-03_10202410_1000,1
10202410,123550-03_10202410_1100,1
10202469,135100-01_10202469_0400,1
10202469,135100-01_10202469_0200,1
10202470,135100-01_10202470_0500,1
10202470,135100-01_10202470_0200,1
10202507,111990-01_10202507_0100,1
10202507,111990-01_10202507_0300,1
10202507,111990-02_10202507_0400,1
10202508,111990-01_10202508_0100,1
10202508,111990-01_10202508_0300,1
10202508,111990-02_10202508_0400,1
10202509,111990-02_10202509_0400,1
10202510,111990-01_10202510_0100,1
10202510,111990-01_10202510_0200,1
10202511,111990-01_10202511_0200,1
10202511,111990-01_10202511_0100,1
10202512,111990-02_10202512_0400,1
10202512,111990-01_10202512_0300,1
10202512,111990-01_10202512_0100,1
10202512,111990-01_10202512_0200,1
10202513,111990-02_10202513_0400,1
10202513,111990-01_10202513_0300,1
10202513,111990-01_10202513_0100,1
10202513,111990-01_10202513_0200,1
10202515,111990-01_10202515_0100,1
10202515,111990-01_10202515_0300,1
10202515,111990-02_10202515_0400,1
10202574,111990-02_10202574_0400,1
10202575,111990-02_10202575_0400,1
10202576,111990-02_10202576_0400,1
10202584,123510-02_10202584_1000,1
10202625,134130-01_10202625_1400,1
10202681,111990-01_10202681_0100,1
10202681,111990-01_10202681_0200,1
10202682,111990-01_10202682_0200,1
10202682,111990-01_10202682_0100,1
10202683,111990-01_10202683_0100,1
10202683,111990-01_10202683_0200,1
10202683,111990-01_10202683_0300,1
10202683,111990-02_10202683_0400,1
10202684,111990-01_10202684_0100,1
10202684,111990-01_10202684_0200,1
10202684,111990-01_10202684_0300,1
10202684,111990-02_10202684_0400,1
10202685,111990-01_10202685_0100,1
10202685,111990-01_10202685_0300,1
10202685,111990-02_10202685_0400,1
10202686,111990-02_10202686_0400,1
10202686,111990-01_10202686_0300,1
10202686,111990-01_10202686_0100,1
10202704,111190-01_10202704_0104,1
10202704,110980-01_10202704_0700,1
10202704,110980-01_10202704_0703,1
10202704,110980-01_10202704_0704,1
10202704,110980-01_10202704_0800,1
10202704,110980-03_10202704_0800,1
10202704,111190-01_10202704_0101,1
10202704,111190-01_10202704_0103,1
10202705,111190-01_10202705_0104,1
10202705,111190-01_10202705_0102,1
10202705,110980-01_10202705_0704,1
10202705,110980-01_10202705_0700,1
10202705,111190-01_10202705_0100,1
10202790,111990-01_10202790_0100,1
10202790,111990-01_10202790_0200,1
10202792,111990-01_10202792_0100,1
10202792,111990-01_10202792_0200,1
10202793,111990-01_10202793_0200,1
10202793,111990-01_10202793_0100,1
10202794,111990-01_10202794_0300,1
10202794,111990-02_10202794_0400,1
10202794,111990-01_10202794_0100,1
10202794,111990-01_10202794_0200,1
10202795,111990-01_10202795_0300,1
10202795,111990-02_10202795_0400,1
10202795,111990-01_10202795_0100,1
10202795,111990-01_10202795_0200,1
10202851,111990-02_10202851_0400,1
10202851,111990-01_10202851_0100,1
10202851,111990-01_10202851_0300,1
10202852,111990-01_10202852_0100,1
10202852,111990-01_10202852_0300,1
10202852,111990-02_10202852_0400,1
10202854,111990-01_10202854_0100,1
10202854,111990-01_10202854_0200,1
10202855,111990-01_10202855_0100,1
10202855,111990-01_10202855_0200,1
10202855,111990-01_10202855_0300,1
10202855,111990-02_10202855_0400,1
10202856,111990-01_10202856_0300,1
10202856,111990-02_10202856_0400,1
10202856,111990-01_10202856_0100,1
10202856,111990-01_10202856_0200,1
10202858,111990-01_10202858_0100,1
10202858,111990-01_10202858_0300,1
10202858,111990-02_10202858_0400,1
10202861,111990-01_10202861_0100,1
10202861,111990-01_10202861_0300,1
10202861,111990-02_10202861_0400,1
10202864,111990-01_10202864_0100,1
10202864,111990-01_10202864_0200,1
10202865,111990-02_10202865_0400,1
10202865,111990-01_10202865_0100,1
10202865,111990-01_10202865_0200,1
10202865,111990-01_10202865_0300,1
10202866,111990-02_10202866_0400,1
10202866,111990-01_10202866_0300,1
10202866,111990-01_10202866_0100,1
10202866,111990-01_10202866_0200,1
10202867,111990-01_10202867_0100,1
10202867,111990-01_10202867_0300,1
10202867,111990-02_10202867_0400,1
10202892,123680-08_10202892_0100,1
10202948,134130-31_10202948_1500,1
10202948,134130-32_10202948_1600,1
10203138,123420-17_10203138_0100,1
10203212,111180-09_10203212_0600,1
10203212,111180-12_10203212_0301,1
10203212,111180-12_10203212_0302,1
10203227,135100-01_10203227_0200,1
10203254,111990-01_10203254_0200,1
10203254,111990-01_10203254_0100,1
10203255,111990-01_10203255_0100,1
10203255,111990-01_10203255_0200,1
10203256,111990-01_10203256_0100,1
10203256,111990-01_10203256_0200,1
10203256,111990-01_10203256_0300,1
10203256,111990-02_10203256_0400,1
10203257,111990-02_10203257_0400,1
10203257,111990-01_10203257_0100,1
10203257,111990-01_10203257_0200,1
10203257,111990-01_10203257_0300,1
10203258,111990-01_10203258_0300,1
10203258,111990-02_10203258_0400,1
10203258,111990-01_10203258_0100,1
10203259,111990-02_10203259_0400,1
10203259,111990-01_10203259_0300,1
10203259,111990-01_10203259_0100,1
10203260,111990-01_10203260_0100,1
10203260,111990-01_10203260_0300,1
10203260,111990-02_10203260_0400,1
10203264,111990-01_10203264_0100,1
10203264,111990-01_10203264_0200,1
10203265,111990-01_10203265_0200,1
10203266,111990-01_10203266_0100,1
10203311,110980-01_10203311_0705,1
10203311,110980-01_10203311_0703,1
10203311,110980-01_10203311_0700,1
10203311,110980-01_10203311_0701,1
10203312,110980-01_10203312_0705,1
10203312,110980-01_10203312_0700,1
10203312,110980-01_10203312_0701,1
10203312,110980-01_10203312_0703,1
10203376,100680-10_10203376_0210,1
10203376,100680-10_10203376_0110,1
10203412,123590-04_10063144_0200,1
10203459,100630-30_10203459_0210,1
10203468,140040-10_10235355_0100,1
10203483,123350-83_10203483_0300,1
10203484,123350-82_10203484_0300,1
10203517,111190-01_10203517_0101,1
10203517,111190-01_10203517_0104,1
10203517,111190-01_10203517_0105,1
10203517,111190-03_10203517_0301,1
10203546,111150-02_10266621_0200,1
10203546,111150-02_10266619_0200,1
10203546,111150-02_10266617_0200,1
10203546,111150-02_10095735_0100,1
10203546,111150-02_10064002_0200,1
10203546,111150-02_10012221_0100,1
10203546,111150-02_10011214_0200,1
10203546,111150-01_10003901_0100,1
10203546,111150-01_10095735_0400,1
10203546,111150-01_10012221_0400,1
10203546,111150-01_10004843_0400,1
10203546,111150-01_10003903_0100,1
10203546,111150-02_10004843_0100,1
10203546,111150-01_10003895_0100,1
10203579,110980-01_10203579_0700,1
10203579,110980-01_10203579_0702,1
10203579,110980-01_10203579_0703,1
10203579,110980-01_10203579_0706,1
10203579,110980-01_10203579_0707,1
10203941,135120-16_10203941_0200,1
10203943,135120-07_10203943_0100,1
10204003,151210-06_10089438_0700,1
10204006,135100-03_10204006_0100,1
10204048,136040-18_10204048_0100,1
10204069,123520-07_10204069_0700,1
10204069,123520-07_10204069_0800,1
10204110,135090-01_10204110_0100,1
10204126,123020-03_10204126_0700,1
10204129,111480-01_10204129_0100,1
10204204,124870-05_10204204_0500,1
10204247,135100-21_10204247_0300,1
10204247,135100-08_10204247_0200,1
10204285,111230-16_10204285_0100,1
10204410,123410-25_10204410_0300,1
10204411,123410-15_10204411_0200,1
10204515,123540-03_10204515_0400,1
10204515,124270-01_10204515_0100,1
10204538,111230-06_10204538_0100,1
10204538,111230-06_10204538_0200,1
10204609,111640-08_10204609_0800,1
10204620,134130-05_10204620_1700,1
10204650,111420-11_10001339_0100,1
10204651,111420-11_10001339_0100,1
10204665,134130-24_10204665_1400,1
10204666,111500-01_10204666_0200,1
10204699,136040-18_10204699_0100,1
10204716,124600-06_10204716_0100,1
10204724,135130-22_10204724_0500,1
10204724,135130-24_10204724_0400,1
10204737,123520-17_10204737_0100,1
10204766,123510-05_10204766_1000,1
10204780,111640-03_10204780_0300,1
10204826,111150-07_10204826_0100,1
10204863,135090-09_10204863_0200,1
10204878,123410-15_10204878_0200,1
10204906,136040-21_10204906_0700,1
10204996,123590-08_10204996_0200,1
10205079,110980-01_10205079_0703,1
10205079,110980-01_10205079_0704,1
10205079,110980-01_10205079_0700,1
10205079,110980-01_10205079_0701,1
10205080,110980-01_10205080_0701,1
10205080,110980-01_10205080_0703,1
10205104,110980-02_10205104_0700,1
10205109,135120-16_10205109_0200,1
10205111,135120-07_10205111_0100,1
10205163,111260-11_10205163_0500,1
10205163,111260-11_10205163_0510,1
10205210,123510-02_10205210_1200,1
10205211,111260-11_10205211_0500,1
10205211,111260-11_10205211_0600,1
10205262,135130-33_10205262_0200,1
10205284,123510-02_10205284_1000,1
10205306,123500-03_10205306_0100,1
10205308,123500-01_10205308_0100,1
10205375,123550-09_10205375_1000,1
10205376,123550-11_10205376_1000,1
10205382,111190-01_10205382_0101,1
10205499,111190-01_10205499_0400,1
10205499,111190-01_10205499_0401,1
10205499,111190-01_10205499_0402,1
10205499,111190-03_10205499_0300,1
10205499,111190-03_10205499_0301,1
10205504,123560-01_10205504_0200,1
10205509,111190-03_10205509_0300,1
10205530,151450-10_10205530_0100,1
10205531,151450-10_10205531_0100,1
10205532,151450-10_10205532_0100,1
10205568,111500-01_10205568_0200,1
10205585,123090-01_10205585_0100,1
10205591,124860-02_10205591_0100,1
10205614,135100-04_10205614_0300,1
10205657,111120-07_10205657_0300,1
10205732,111190-01_10205732_0100,1
10205732,111190-01_10205732_0102,1
10205732,111190-01_10205732_0108,1
10205732,111190-03_10205732_0301,1
10205736,135150-17_10205736_0800,1
10205744,135150-10_10205744_0300,1
10205764,123410-15_10205764_0200,1
10205766,123590-01_10205766_0301,1
10205766,123590-02_10205766_0400,1
10205766,123590-04_10205766_0500,1
10205777,123590-03_10205777_0200,1
10205781,123380-03_10205781_0401,1
10205781,123380-03_58495875_0401,1
10205781,123380-03_58517966_0401,1
10205781,123380-03_58561396_0401,1
10205781,123380-03_58561402_0401,1
10205781,123380-03_58630054_0401,1
10205781,123380-03_58874298_0401,1
10205781,123380-03_58026484_0401,1
10205834,111480-01_10205834_0200,1
10205860,100680-10_10205860_0110,1
10205941,123410-25_10205941_0410,1
10205953,123510-03_10205953_1000,1
10205953,123510-03_10205953_2000,1
10205956,151450-01_10205956_0200,1
10205956,151450-01_10205956_0100,1
10205994,123410-15_10205994_0200,1
10206050,124950-15_10206050_0200,1
10206050,124950-15_10206050_0210,1
10206065,123590-06_10206065_0100,1
10206132,151450-01_10206132_0100,1
10206138,123020-65_10206138_0700,1
10206165,123590-06_10206165_0101,1
10206165,123590-06_10206165_0100,1
10206309,123420-17_10206309_0200,1
10206312,111130-11_10206312_0100,1
10206313,100600-01_10206313_0210,1
10206323,111640-08_10206323_0800,1
10206323,111640-03_10206323_0300,1
10206386,124930-50_10206386_5010,1
10206386,124930-50_10206386_5000,1
10206386,124930-17_10206386_1710,1
10206386,124930-13_10206386_1300,1
10206386,124930-13_10206386_1310,1
10206386,124930-17_10206386_1700,1
10206475,111990-01_10206475_0100,1
10206475,111990-01_10206475_0200,1
10206520,135120-12_10206520_0200,1
10206570,123540-03_10206570_0200,1
10206607,100680-10_10206607_0210,1
10206638,111220-12_10206638_0100,1
10206641,151450-02_10206641_0100,1
10206646,112020-03_10206646_0300,1
10206673,111260-02_10206673_0600,1
10206673,111260-02_10206673_0500,1
10206697,123540-07_10206697_0200,1
10206697,123540-08_10206697_0300,1
10206724,151040-11_10206724_0100,1
10206724,151040-11_10206724_0200,1
10206753,123540-10_10206753_0100,1
10206768,135090-09_10206768_0200,1
10206830,135130-18_10206830_0500,1
10206830,135130-19_10206830_0400,1
10206862,123530-05_10206862_0800,1
10206862,123530-05_10206862_0801,1
10206927,134050-01_10206927_0100,1
10206928,134050-01_10206928_0100,1
10206929,134050-01_10206929_0100,1
10206930,134050-01_10206930_0100,1
10206947,134130-05_10206947_1700,1
10206957,110980-01_10206957_0700,1
10206957,110980-01_10206957_0701,1
10206957,110980-01_10206957_0703,1
10206957,110980-01_10206957_0704,1
10206957,111190-01_10206957_0101,1
10206957,111190-01_10206957_0102,1
10206957,111190-01_10206957_0103,1
10206957,111190-03_10206957_0300,1
10206957,111190-03_10206957_0301,1
10206978,111190-01_10206978_0101,1
10206978,111190-01_10206978_0103,1
10206978,111190-01_10206978_0104,1
10206982,111260-10_10206982_0630,1
10206982,111260-10_10206982_0600,1
10206982,111260-03_10206982_0610,1
10206982,111260-01_10206982_0620,1
10207056,123470-20_10207056_0300,1
10207069,111480-01_10207069_0200,1
10207115,111190-01_10207115_0101,1
10207115,111190-01_10207115_0104,1
10207115,111190-01_10207115_0105,1
10207115,111190-03_10207115_0300,1
10207142,111190-01_10207142_0101,1
10207142,111190-01_10207142_0107,1
10207142,111190-01_10207142_0110,1
10207201,111260-11_10207201_0600,1
10207201,111260-01_10207201_0510,1
10207201,111260-11_10207201_0500,1
10207201,111230-06_10207201_0100,1
10207201,111230-06_10207201_0200,1
10207205,124930-21_10207205_2100,1
10207217,111240-12_10207217_0100,1
10207384,110980-01_10207384_0700,1
10207384,110980-01_10207384_0703,1
10207412,123530-09_10207412_0800,1
10207412,123530-09_10207412_0900,1
10207413,135120-12_10207413_0500,1
10207414,135120-12_10207414_0500,1
10207415,135120-12_10207415_0500,1
10207495,134130-08_10207495_1400,1
10207525,123590-01_10207525_0300,1
10207525,123590-01_10207525_0301,1
10207529,123530-04_10207529_0800,1
10207619,123530-02_10207619_0800,1
10207671,123530-05_10207671_0800,1
10207688,135090-09_10207688_0200,1
10207868,110980-01_10207868_0700,1
10207868,110980-01_10207868_0702,1
10207868,110980-01_10207868_0703,1
10207868,110980-01_10207868_0704,1
10207868,110980-02_10207868_0200,1
10207868,111190-01_10207868_0101,1
