K,P,h
10207838,111990-01_10502834_0100,1
10207838,111990-01_10290700_0200,1
10207838,111990-01_10203254_0100,1
10207838,111990-01_10203255_0100,1
10207838,111990-01_10203256_0300,1
10207838,111990-01_10203257_0300,1
10207838,111990-01_10203258_0300,1
10207838,111990-01_10290842_0100,1
10207838,111990-01_10203260_0100,1
10207838,111990-01_10203260_0300,1
10207838,111990-01_10203259_0300,1
10207838,111990-01_10203264_0200,1
10207838,111990-01_10203265_0200,1
10207838,111990-01_10203266_0100,1
10207838,111990-01_10206475_0100,1
10207838,111990-01_10220819_0100,1
10207838,111990-01_10220819_0200,1
10207838,111990-01_10290700_0100,1
10207838,111990-01_10203264_0100,1
10207868,123520-07_10961036_0101,1
10207868,123520-07_10961036_0102,1
10207868,123520-07_10985159_0100,1
10207868,123520-07_10985159_0101,1
10207870,123580-02_11001157_0100,1
10207870,123580-02_11006971_0100,1
10207870,123580-02_11004220_0100,1
10207870,123580-02_10973677_0100,1
10207870,123530-01_10014529_0500,1
10207870,123530-01_10954751_0100,1
10207870,123530-01_10209605_0501,1
10207870,123530-01_10209605_0500,1
10207870,123580-02_10972071_0100,1
10207977,123470-20_10207056_0300,1
10208055,111230-05_10899388_0500,1
10208055,111230-06_10965899_0300,1
10208055,111240-16_10712321_0200,1
10208154,134130-35_10542148_1500,1
10208154,135120-19_10026118_0100,1
10208348,124600-06_10067010_0400,1
10208401,111480-01_11022177_0100,1
10208401,111480-01_10989209_0100,1
10208401,111150-07_11033566_0100,1
10208405,135130-25_10208154_0400,1
10208498,123580-01_10992124_0100,1
10208498,123580-01_10995492_0100,1
10208498,123580-01_10997163_0100,1
10208498,123580-01_10988306_0100,1
10208498,123580-01_11000566_0100,1
10208498,123580-01_11002442_0100,1
10208498,123580-01_11002443_0100,1
10208498,123580-01_11003212_0100,1
10208498,123580-01_11011523_0100,1
10208498,123580-01_11019416_0100,1
10208498,123580-01_11033243_0100,1
10208498,123580-01_11020193_0100,1
10208498,123580-01_11022163_0100,1
10208498,123580-01_11027431_0100,1
10208498,123580-01_11028400_0100,1
10208498,123580-01_11028401_0100,1
10208498,123580-01_11031305_0100,1
10208498,123580-01_11036593_0100,1
10208498,123580-01_11036651_0100,1
10208498,123580-01_11041722_0100,1
10208498,123580-01_10981695_0100,1
10208498,123580-01_11019780_0100,1
10208498,123580-01_10970937_0100,1
10208498,123580-01_11018699_0100,1
10208498,123580-01_10963482_0100,1
10208498,123580-01_10558694_0100,1
10208498,123580-01_10558801_0100,1
10208498,123580-01_10559379_0100,1
10208498,123580-01_10560052_0100,1
10208498,123580-01_10560164_0100,1
10208498,123580-01_10584977_0100,1
10208498,123580-01_10589380_0100,1
10208498,123580-01_10589381_0100,1
10208498,123580-01_10701283_0100,1
10208498,123580-01_10701302_0100,1
10208498,123580-01_10558848_0100,1
10208498,123580-01_10963483_0100,1
10208498,123580-01_10827730_0100,1
10208498,123580-01_10849011_0100,1
10208498,123580-01_10868280_0100,1
10208498,123580-01_10911160_0100,1
10208498,123580-01_10933896_0100,1
10208498,123580-01_10948639_0100,1
10208498,123580-01_10950750_0100,1
10208498,123580-01_10827729_0100,1
10208498,123580-01_10953884_0100,1
10208498,123580-01_10958750_0100,1
10208550,134130-24_10204665_1400,1
10208577,135100-21_10201910_0100,1
10208577,135100-21_10208599_0200,1
10208660,123520-02_10503079_0300,1
10208720,134130-41_10609463_1400,1
10208720,134130-41_10609384_1400,1
10208720,134130-35_11022903_1500,1
10208720,134130-35_10756229_1500,1
10208720,134130-35_10700959_1500,1
10208720,134130-35_10700608_1500,1
10208720,134130-35_10700485_1500,1
10208720,134130-35_10610466_1500,1
10208720,134130-35_10608729_1500,1
10208720,134130-35_10608382_1500,1
10208720,134130-35_10604281_1500,1
10208720,134130-35_10590861_1500,1
10208720,134130-35_10575966_1500,1
10208720,134130-35_10565607_1500,1
10208720,134130-35_10565258_1500,1
10208720,134130-05_10966557_1300,1
10208720,134130-05_10973676_1300,1
10208720,134130-05_10969568_1300,1
10208720,134130-05_11025605_1300,1
10208720,134130-05_10911547_1300,1
10208720,134130-05_10911162_1300,1
10208720,134130-05_10715496_1300,1
10208720,134130-05_10714353_1300,1
10208720,134130-05_10714352_1300,1
10208720,134130-05_10609463_1700,1
10208720,134130-05_10609384_1700,1
10208720,134130-05_10609383_1300,1
10208720,134130-02_10609448_1100,1
10208720,123510-02_11023054_1000,1
10208720,123510-02_11011442_1000,1
10208720,123510-02_10825997_1200,1
10209269,123680-05_10862129_0100,1
10209304,140010-03_10209306_0100,1
10209304,140010-02_10553861_0100,1
10209306,151580-03_10095147_0030,1
10209306,151580-03_10095147_0300,1
10209308,151580-02_10095147_0020,1
10209308,151580-02_10095147_0200,1
10209308,151580-03_10095147_0040,1
10209308,151580-03_10095147_0400,1
10209363,135120-08_10035202_0200,1
10209363,135120-08_10025951_0200,1
10209363,135120-08_10025655_0200,1
10209450,124980-02_10555774_0200,1
10209463,135100-02_10025677_0100,1
10209463,135100-02_10025677_0200,1
10209463,135100-02_10025677_0300,1
10209463,135100-02_10263513_0100,1
10209495,123520-07_10012385_0201,1
10209495,123520-07_10012385_0202,1
10209507,100610-70_10209614_0110,1
10209614,100680-10_10715562_0110,1
10209614,100680-10_10019147_0210,1
10209649,100450-26_10611550_1261,1
10209676,123510-02_10205210_1200,1
10209845,111190-02_10063366_0100,1
10209845,111190-02_10604400_0200,1
10209893,100680-10_10209891_0210,1
10209908,123510-05_10783860_1200,1
10210103,134130-08_10026285_1400,1
10210103,134130-08_10026442_1400,1
10210208,123680-01_10875622_0200,1
10210208,123680-01_10968114_0100,1
10210208,123680-01_10969117_0100,1
10210209,123680-01_10933792_0200,1
10210212,123470-20_10207056_0300,1
10210213,123470-20_11038609_0100,1
10210213,123470-20_10015287_0300,1
10210214,123470-20_10012336_0300,1
10210215,123470-20_10001063_0300,1
10210215,123470-20_11037653_0100,1
10210216,123470-20_10020101_0300,1
10210240,111230-06_10996525_0400,1
10210240,111230-06_10933957_0100,1
10210240,111230-06_10933957_0200,1
10210240,111230-06_10957089_0300,1
10210240,111230-06_10963671_0300,1
10210240,111230-06_10990525_1111,1
10210240,111230-06_10991906_1111,1
10210240,111230-06_10991907_1111,1
10210240,111230-06_10996523_1111,1
10210240,111230-06_10996525_0300,1
10210240,111230-06_10999733_0200,1
10210240,111230-06_10990525_0100,1
10210240,111230-06_10999735_1111,1
10210240,111230-06_11006069_1111,1
10210240,111230-06_11019881_1111,1
10210240,111230-06_11022520_1111,1
10210240,111230-06_11023382_1111,1
10210240,111230-06_11038103_1111,1
10210240,111230-06_11036843_1111,1
10210240,111230-06_11038708_1111,1
10210240,111230-06_10913865_0300,1
10210240,111230-06_10991906_0300,1
10210240,111230-06_11041537_1111,1
10210240,111230-06_10999733_0300,1
10210240,111230-06_10913865_0200,1
10210240,111230-06_10784130_0200,1
10210240,111230-06_10861977_1111,1
10210240,111230-06_10201798_0100,1
10210240,111230-06_10201798_0200,1
10210240,111230-06_10211274_0100,1
10210240,111230-06_10211274_0200,1
10210240,111230-06_10566888_0100,1
10210240,111230-06_10566888_0300,1
10210240,111230-06_10603449_0100,1
10210240,111230-06_10603449_0300,1
10210240,111230-06_10909676_0300,1
10210240,111230-06_10604591_0400,1
10210240,111230-06_10606773_0500,1
10210240,111230-06_10606773_0600,1
10210240,111230-06_10604591_0300,1
10210240,111230-06_10739817_0300,1
10210240,111230-06_10850437_1111,1
10210240,111230-06_10739817_0200,1
10210240,111230-06_10814907_0200,1
10210240,111230-06_10814907_0100,1
10210240,111230-06_10839115_1111,1
10210240,111230-06_10777106_0400,1
10210240,111230-06_10777106_0300,1
10210240,111230-06_10748624_0300,1
10210240,111230-06_10748624_0200,1
10210240,111230-06_10784130_0100,1
10210267,123520-17_10210240_0100,1
10210343,100680-10_10266532_0110,1
10210343,100680-10_10701912_0110,1
10210343,100680-10_10952311_0110,1
10210407,134130-40_10898276_1300,1
10210407,134130-24_10891286_1300,1
10210407,134130-24_11037702_1300,1
10210418,124600-10_10906640_0100,1
10210447,134130-05_10141654_1400,1
10210447,134130-05_10020648_1400,1
10210467,135120-10_10954523_0100,1
10210467,135120-14_10975347_0400,1
10210467,135120-10_10261960_0100,1
10210467,135120-10_10086963_0100,1
10210467,135120-10_10015258_0300,1
10210467,135120-10_10075817_0100,1
10210467,135120-01_10952258_0100,1
10210467,135120-01_10952257_0100,1
10210467,135120-01_10952256_0100,1
10210467,135120-01_10096718_0100,1
10210467,135120-01_10060566_0100,1
10210467,135120-01_10952285_0100,1
10210536,135150-02_10610449_0200,1
10210581,151580-01_10209308_0100,1
10210581,151580-01_10209308_0010,1
10210616,123420-17_10212942_0100,1
10210616,123420-17_10582039_0100,1
10210616,123420-17_10075402_0200,1
10210616,123420-17_10206309_0200,1
10210882,135100-03_10012063_0100,1
10210882,135100-03_10212667_0100,1
10210929,123530-01_10760692_0100,1
10210929,123530-01_10760692_0101,1
10210946,100660-01_10210560_0220,1
10210946,100660-01_10210560_0210,1
10210987,111030-07_10515196_1000,1
10210997,100610-70_10212134_0210,1
10211054,151580-01_10209308_0010,1
10211054,151580-01_10209308_0100,1
10211126,135150-15_10025796_0600,1
10211144,111190-01_10202705_0102,1
10211144,111190-01_10213093_0401,1
10211144,111190-01_10202705_0104,1
10211144,111190-01_10209771_0101,1
10211144,111190-01_10209771_0103,1
10211144,111190-01_10213093_0100,1
10211144,111190-01_10213093_0101,1
10211144,111190-01_10213093_0400,1
10211144,111190-01_10213095_0100,1
10211144,111190-01_10209771_0112,1
10211144,111190-01_10213095_0102,1
10211144,111190-01_10213095_0103,1
10211144,111190-01_10515498_0100,1
10211144,111190-01_10515498_0101,1
10211144,111190-01_10515498_0102,1
10211144,111190-01_10781731_0100,1
10211144,111190-01_10781731_0101,1
10211144,111190-01_10202705_0100,1
10211144,111190-01_10213095_0101,1
10211144,111190-01_10202704_0104,1
10211144,111190-01_10076074_0103,1
10211144,111190-01_10202704_0101,1
10211144,111190-01_10064657_0105,1
10211144,111190-01_10065494_0103,1
10211144,111190-01_10065494_0107,1
10211144,111190-01_10076068_0101,1
10211144,111190-01_10076068_0102,1
10211144,111190-01_10076068_0103,1
10211144,111190-01_10076068_0104,1
10211144,111190-01_10076068_0106,1
10211144,111190-01_10076072_0100,1
10211144,111190-01_10076072_0101,1
10211144,111190-01_10076072_0102,1
10211144,111190-01_10076074_0101,1
10211144,111190-01_10202704_0103,1
10211144,111190-01_10076074_0102,1
10211144,111190-01_10064657_0101,1
10211144,111190-01_10076074_0104,1
10211144,111190-01_10076074_0105,1
10211144,111190-01_10064657_0104,1
10211337,111040-01_10001590_0900,1
10211368,100450-26_10915506_2261,1
10211397,110980-01_10778279_0101,1
10211397,110980-01_10701797_0704,1
10211397,110980-01_10745466_0100,1
10211397,110980-01_10745466_0101,1
10211397,110980-01_10745466_0102,1
10211397,110980-01_10745466_0103,1
10211397,110980-01_10745466_0104,1
10211397,110980-01_10745467_0100,1
10211397,110980-01_10745467_0101,1
10211397,110980-01_10745467_0102,1
10211397,110980-01_10745467_0103,1
10211397,110980-01_10701797_0702,1
10211397,110980-01_10745469_0100,1
10211397,110980-01_10745469_0101,1
10211397,110980-01_10745469_0102,1
10211397,110980-01_10745469_0103,1
10211397,110980-01_10756512_0100,1
10211397,110980-01_10778279_0100,1
10211397,110980-01_10778279_0102,1
10211397,110980-01_10701797_0701,1
10211397,110980-01_10575702_0100,1
10211397,110980-01_10701796_0704,1
10211397,110980-01_10778279_0103,1
10211397,110980-01_10575702_0101,1
10211397,110980-01_10575702_0103,1
10211397,110980-01_10575702_0106,1
10211397,110980-01_10575704_0100,1
10211397,110980-01_10575704_0101,1
10211397,110980-01_10575704_0102,1
10211397,110980-01_10575704_0105,1
10211397,110980-01_10575708_0100,1
10211397,110980-01_10575708_0101,1
10211397,110980-01_10575708_0103,1
10211397,110980-01_10575708_0106,1
10211397,110980-01_10604227_0700,1
10211397,110980-01_10604227_0701,1
10211397,110980-01_10604227_0703,1
10211397,110980-01_10604227_0706,1
10211397,110980-01_10701796_0700,1
10211397,110980-01_10701796_0701,1
10211397,110980-01_10701796_0702,1
10211397,110980-01_10701797_0700,1
10211397,110980-01_10868566_0100,1
10211397,111180-09_10540926_0201,1
10211397,110980-01_10868566_0102,1
10211397,110980-02_10575708_0200,1
10211397,110980-02_10604227_0200,1
10211397,110980-02_10701796_0200,1
10211397,110980-02_10701797_0200,1
10211397,124270-01_10934834_0100,1
10211397,110980-02_10745466_0200,1
10211397,110980-02_10745467_0200,1
10211397,110980-02_10745469_0200,1
10211397,110980-02_10554661_0200,1
10211397,110980-02_11017794_0200,1
10211397,111180-09_10540910_0201,1
10211397,111180-09_10849852_0300,1
10211397,111180-12_10849852_0100,1
10211397,111180-12_10849852_0101,1
10211397,111450-04_10814262_0040,1
10211397,111580-04_10779531_0400,1
10211397,123090-01_10205585_0100,1
10211397,123580-01_11019440_0100,1
10211397,111180-09_10540892_0201,1
10211397,110980-02_10553198_0200,1
10211397,110980-02_10552205_0200,1
10211397,110980-02_10552174_0200,1
10211397,110980-01_10868566_0103,1
10211397,110980-01_10868566_0104,1
10211397,110980-01_11017794_0100,1
10211397,110980-01_11018093_0100,1
10211397,110980-01_10542317_0117,1
10211397,110980-02_10292461_0200,1
10211397,110980-02_10292462_0200,1
10211397,110980-02_10292468_0200,1
10211397,110980-02_10292469_0200,1
10211397,110980-02_10505776_0200,1
10211397,110980-02_10506910_0200,1
10211397,110980-02_10511194_0200,1
10211397,110980-02_10538689_0200,1
10211397,110980-02_10538689_0201,1
10211397,110980-02_10538696_0200,1
10211397,110980-02_10538698_0200,1
10211397,110980-02_10538701_0200,1
10211397,110980-02_10542317_0200,1
10211397,110980-02_10542317_0201,1
10211397,110980-01_10868566_0101,1
10211397,110980-01_10554661_0107,1
10211397,110980-01_10292462_0703,1
10211397,110980-01_10554661_0104,1
10211397,110980-01_10292469_0704,1
10211397,110980-01_10292471_0702,1
10211397,110980-01_10292471_0704,1
10211397,110980-01_10292471_0709,1
10211397,110980-01_10292471_0710,1
10211397,110980-01_10505776_0700,1
10211397,110980-01_10505776_0701,1
10211397,110980-01_10505776_0703,1
10211397,110980-01_10292469_0703,1
10211397,110980-01_10505776_0704,1
10211397,110980-01_10506910_0701,1
10211397,110980-01_10506910_0703,1
10211397,110980-01_10506910_0706,1
10211397,110980-01_10506916_0700,1
10211397,110980-01_10506916_0701,1
10211397,110980-01_10506916_0703,1
10211397,110980-01_10506916_0704,1
10211397,110980-01_10506917_0700,1
10211397,110980-01_10506910_0700,1
10211397,110980-01_10506917_0701,1
10211397,110980-01_10292469_0701,1
10211397,110980-01_10292468_0704,1
10211397,110980-01_10554661_0106,1
10211397,110980-01_10292457_0700,1
10211397,110980-01_10292457_0703,1
10211397,110980-01_10292457_0705,1
10211397,110980-01_10292459_0700,1
10211397,110980-01_10292459_0701,1
10211397,110980-01_10292459_0703,1
10211397,110980-01_10292459_0704,1
10211397,110980-01_10292469_0700,1
10211397,110980-01_10292461_0700,1
10211397,110980-01_10292461_0703,1
10211397,110980-01_10292461_0704,1
10211397,110980-01_10292462_0700,1
10211397,110980-01_10292462_0701,1
10211397,110980-01_10292462_0704,1
10211397,110980-01_10292468_0700,1
10211397,110980-01_10292468_0701,1
10211397,110980-01_10292468_0703,1
10211397,110980-01_10292461_0701,1
10211397,110980-01_10506917_0703,1
10211397,110980-01_10292457_0701,1
10211397,110980-01_10511194_0700,1
10211397,110980-01_10538701_0106,1
10211397,110980-01_10542317_0111,1
10211397,110980-01_10542317_0112,1
10211397,110980-01_10542317_0114,1
10211397,110980-01_10542317_0116,1
10211397,110980-01_10552174_0101,1
10211397,110980-01_10552174_0104,1
10211397,110980-01_10552174_0106,1
10211397,110980-01_10538701_0104,1
10211397,110980-01_10552205_0101,1
10211397,110980-01_10552205_0104,1
10211397,110980-01_10552205_0106,1
10211397,110980-01_10553198_0101,1
10211397,110980-01_10553198_0102,1
10211397,110980-01_10553198_0104,1
10211397,110980-01_10506917_0704,1
10211397,110980-01_10553198_0106,1
10211397,110980-01_10554661_0102,1
10211397,110980-01_10552205_0102,1
10211397,110980-01_10538701_0102,1
10211397,110980-01_10552174_0102,1
10211397,110980-01_10538698_0106,1
10211397,110980-01_10511194_0701,1
10211397,110980-01_10538701_0101,1
10211397,110980-01_10511194_0704,1
10211397,110980-01_10511301_0702,1
10211397,110980-01_10511301_0703,1
10211397,110980-01_10511301_0704,1
10211397,110980-01_10511301_0706,1
10211397,110980-01_10538689_0101,1
10211397,110980-01_10538689_0102,1
10211397,110980-01_10538689_0107,1
10211397,110980-01_10511194_0703,1
10211397,110980-01_10538689_0110,1
10211397,110980-01_10538696_0102,1
10211397,110980-01_10538696_0103,1
10211397,110980-01_10538696_0105,1
10211397,110980-01_10538696_0107,1
10211397,110980-01_10538698_0101,1
10211397,110980-01_10538698_0102,1
